,code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g
10202,6408653127053,Hyvin sokeroimaton ananasjogurtti,1 kg,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,"No added sugar,fi:Hyvää Suomesta,fi:certified-carbon-neutral-packaging",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
10205,6410405174734,Laktoositon kevytkerma 10%,2 dL,,Pirkka,"Dairies,Creams",,"FSC,FSC Mix",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
10207,6410405323521,"Kermaviili, laktoositon",200 g,,Pirkka,"Dairies,Fermented foods,Fermented milk products,Creams,Kermaviili",,"No lactose,fi:Hyvää Suomesta",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Kermaviili,,
10209,6411200001515,AB-kauravälipala Puolukka,150 g,,Elovena,"Plant-based foods and beverages,Dairies,Fermented foods,Plant-based foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,"No gluten,Source of fibre,High fibres,fi:Sydänmerkki",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
10210,6413300017854,Luonto+ Mango,1 kg,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,"No additives,No lactose,fi:Hyvää Suomesta",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
10211,6413300024043,Luonto+ mangojogurtti,175 g,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,"FSC,FSC Mix",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
10212,6413300024050,Luonto + mustikka,175 g,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,"FSC,FSC Mix",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
10214,6413300024807,Luonto + vadelma,1 kg,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,"No additives,No lactose",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
10215,6413300024982,Luomu laktoositon kevytmaitojuoma,1 L,,Arla,"Beverages,Dairies,Dairy drinks,Milks,Lactose-free milk",,"Organic,EU Organic,FI-EKO-201",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
10220,6417781005621,AB Jogurtti Vanilja,1 kg,,Satamaito,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,"FSC,FSC Mix,fi:Hyvää Suomesta",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
10221,6417781006222,Laktoositon kuohukerma,1 L,,Satamaito,"Dairies,Creams",,"FSC,FSC Mix",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
10222,6417781008806,Laktoositon Kevytmaitojuoma,1 L,,Satamaito,"Dairies,Milks,Lactose-free milk",,"FSC,FSC Mix",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
10224,6430010960317,Mielihalu luonnonjogurtti,450 g,,Saloniemen-juustola,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,"Organic,EU Organic,FI-EKO-201,No additives",Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
10242,6430081490065,Sunny Strawberry Rhubarb Oat Gurt,1kg,,Oddlygood,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Dairy desserts,Non-dairy desserts,Non-dairy fermented foods,Fermented dairy desserts,Non-dairy yogurts,Yogurts,fi:kaurajogurtti",,"No gluten,Vegetarian,Vegan,fi:Sydänmerkki",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,fi:kaurajogurtti,,
10520,20011284,Ranskankerma,200 g,,Pohjolan-meijeri,"Dairies,Fermented foods,Fermented milk products,Creams,Fermented creams,Sour creams",,"No lactose,fi:Hyvää Suomesta",Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",77.0,a,Sour creams,,
10521,20011307,Vanilja-jogurtti,,,Pohjolan-meijeri,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Vanilla yogurt",,"Green Dot,fi:Hyvää Suomesta,fi:100-kotimaista-maitoa",Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Vanilla yogurt,,
10523,20333966,Ruokakerma laktoositon,2 dL,,Pohjolan-meijeri,"Dairies,Creams,fi:ruokakermat",,"FSC,FSC Mix",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",80.0,a,fi:ruokakermat,,
10524,20788421,Mansikka-banaani jogurtti,,,milbona,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,"FSC,FSC Mix,No lactose",Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",79.0,a,Fruit yogurts,,
10529,4740036012931,Lactose-free cream yogurt,,,Tere,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,No lactose,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Yogurts,,
10530,4740036016953,Strawberry-watermelon ygrt,130g,,Deary,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,sv:plant-based-dessert,sv:vegetariskt-dessert",,No gluten,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,sv:vegetariskt-dessert,,
10536,5711953169991,Protein Chocolate Drink,,,Arla,"Beverages and beverages preparations,Beverages,Dairies,Dairy drinks,Flavoured milks,Chocolate milks,Dietary supplements,Bodybuilding supplements,Protein shakes",,"FSC,FSC Mix,Made in Germany,No lactose,Rainforest Alliance,Rainforest Alliance Cocoa",Finland,not-applicable,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",44.0,d,Protein shakes,,
10540,6408430025138,A+ kreikkalainen luonnonjogurtti,1 kg,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",,"Source of proteins,High proteins,No lactose,fi:Hyvää Suomesta",Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",78.0,a,Greek-style yogurts,,
10542,6408430408573,,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,"Organic,EU Organic,FI-EKO-201",Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",87.0,a,Yogurts,,
10543,6408653126735,Hyvin sokeroimaton proteiinijuoma kaakao-vadelma,250 ml,,Juustoportti,"Beverages,Dairies,Dairy drinks,Flavoured milks,Chocolate milks",,"Source of proteins,FSC,FSC Mix,High proteins,No lactose",Finland,b,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",39.0,d,Chocolate milks,,
10572,7350000552485,YoPRO protein pudding caramel,180 g,,Danone,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Entremets - mousses and creamy puddings,Puddings,Yogurts,Creamy puddings,Caramel creamy puddings",,Green Dot,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Caramel creamy puddings,,
10582,6408430024308,A+ Luonnonjogurtti,1kg,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Bifidus yogurts",,fi:Sydänmerkki,"Finland,France",a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Bifidus yogurts,,
10587,6408430407514,Valio Luomu turkkilainen kerrosjogurtti 150 g vadelma-mustikka laktoositon,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,"Organic,EU Organic","Finland,France",b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",87.0,a,Yogurts,,
10611,6413300018134,Luonto+ rasvaton luonnonjogurtti,1 kg,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,"Low or no fat,No fat,No flavors,No lactose,fi:Hyvää Suomesta,fi:Sydänmerkki","Finland,France",a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",82.0,a,Yogurts,,
10613,6413300019070,Creme Fraishe,,,Arla,"Dairies,Creams,fr:Crèmes fraîches",,No lactose,"Finland,France",d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",65.0,b,fr:Crèmes fraîches,,
10617,6414893385221,Kevytmaito,1l,,Kotimaista,"Dairies,Milks,Semi-skimmed milks",,fi:Hyvää Suomesta,"Finland,France",b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",37.0,d,Semi-skimmed milks,,
10666,4002971207804,High Protein passion fruit,200 g,,Ehrmann,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Sweet mousses,Fruit mousses",,"No gluten,No added sugar","Finland,Germany",a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",48.0,c,Fruit mousses,,
10667,4002971247909,High protein double choc,200 g,,Ehrmann,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Puddings,Yogurts,Chocolate desserts,Dairy chocolate desserts",,"No gluten,No added sugar,No lactose","Finland,Germany",a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Dairy chocolate desserts,,
10701,6408652226856,Hyvin sokeroimaton mansikka-banaani-vadelma jogurtti,1kg,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,No added sugar,"Finland,Germany",b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",81.0,a,Fruit yogurts,,
10751,20788438,Jogurtti marjamix,1 kg,,milbona,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,"FSC,FSC Mix,No lactose","Finland,Ireland",c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
10840,5711953023996,Cappuccino,,,arla-foods-amba,"Plant-based foods and beverages,Beverages,Dairies,Plant-based foods,Dairy drinks,Coffees,sv:chilled-coffee",,No gluten,"Finland,Italy,Sweden",d,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,unknown,sv:chilled-coffee,,
10966,6408430026333,Luomu™ luonnonjogurtti,1 kg,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Bifidus yogurts",Finland,"Organic,EU Organic,FI-EKO-201,No lactose","Finland,France",b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",107.0,a-plus,Bifidus yogurts,,
10974,6413300001457,Mustikkajogurtti,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Blueberry yogurts",Finland,"Low or no sugar,Low sugar,No preservatives,Reduced sugar,30% less sugar,fi:hyvää-suomea","Finland,France",b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",79.0,a,Blueberry yogurts,,
10976,6413300019698,Kookosjogurtti,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Coconut yogurts",Finland,"Low or no sugar,Low sugar,No preservatives,Reduced sugar,30% less sugar,fi:Hyvää Suomesta","Finland,France",b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",79.0,a,Coconut yogurts,,
11016,9785094600503,Hyvä suomalainen arkijogurtti mansikka-banaani,1 kg,,,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Stirred yogurts",Finland,fi:Hyvää Suomesta,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",82.0,a,Stirred yogurts,,
11019,20886950,Jogurtti Sulo mango laktoositon,1 kg,,Pohjolan-meijeri,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Lactose-free yogurts,Mango yogurts","fi:maito-suomesta,fi:mango-eu-n-ulkopuolelta","FSC,FSC Mix,No lactose,fi:Hyvää Suomesta,fi:valmistettu-suomessa",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Mango yogurts,,
11021,4056489061786,Laktoositon kuohukerma,2 dL,,Pohjolan-meijeri,"Dairies,Creams,fi:kuohukermat",fi:maito-suomesta,"FSC,FSC Mix,fi:Hyvää Suomesta,fi:valmistettu-suomessa",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,fi:kuohukermat,,
11025,4056489598565,Kotimainen Täysmaito,1 L,,"Pohjolan-meijeri,Lidl","Dairies,Milks,Whole milks",fi:maito-suomesta,"FSC,FSC Mix,fi:Hyvää Suomesta",Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Whole milks,,
11057,6414893097049,Mansikka juotava jogurtti,500 g,,Rainbow,"Beverages,Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Dairy drinks,Fermented dairy desserts,Milks,Fermented dairy desserts with fruits,Fermented drinks,Yogurts,Fermented milk drinks,Fruit yogurts,Drinkable-yogurts,Strawberry yogurts",Austria,"Low or no fat,Low fat",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Strawberry yogurts,,
11059,6415712506568,Kotimaista low-fat sour cream,200 g,,Kotimaista,"Dairies,Fermented foods,Fermented milk products,Creams,Fermented creams,Sour creams","Finland,Unknown","Low or no fat,Low fat,No lactose,fi:Hyvää Suomesta,fi:Sydänmerkki",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Sour creams,,
11072,7340191127104,Kreikkalaistyyppinen jogurtti,500 g,,Rainbow,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",European Union,No lactose,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
11087,2000000150464,AB- piimä,1l,,Pohjolan-meijeri,"Beverages and beverages preparations,Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Fermented drinks,Fermented milk drinks,Buttermilks,Kefir",Finland,"Low or no fat,No fat,No lactose,fi:Hyvää Suomesta,fi:Sydänmerkki",Finland,b,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,,Kefir,,
11089,20423834,Laktoositon kermaviili 10%,200 g,,Pohjolan-meijeri,"Dairies,Fermented foods,Fermented milk products,Creams,Fermented creams,Sour creams,Kermaviili",Finland,"fi:Hyvää Suomesta,fi:valmistettu-suomessa",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Kermaviili,,
11092,4056489061847,Kotimainen kevytmaitojuoma laktoositon,1 L,,Pohjolan-meijeri,"Beverages,Dairies,Dairy drinks,Milks,Lactose-free milk",Finland,"Source of proteins,Calcium source,FSC,FSC Mix,High proteins,fi:Hyvää Suomesta,fi:valmistettu-suomessa",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
11093,4056489061946,Kotimainen maitojuoma 3% laktoositon,1 L,,Pohjolan-meijeri,"Beverages,Dairies,Dairy drinks,Milks,Lactose-free milk",Finland,"FSC,FSC Mix,fi:Hyvää Suomesta,fi:fiksu-pakkaus,fi:valmistettu-suomessa",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
11104,6408430000272,Valio Eila® Luomu™ kevytmaitojuoma laktoositon,1 L,,Valio,"Dairies,Milks,Lactose-free milk",Finland,"Organic,EU Organic,FI-EKO-201,No lactose,fi:Hyvää Suomesta",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
11105,6408430000432,Valio Arki skimmed milk drink,1 L,,"Valio,Valio-arki","Dairies,Milks,Skimmed milks",Finland,"No GMOs,fi:Hyvää Suomesta,fi:Sydänmerkki",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Skimmed milks,,
11112,6408430408870,Valio Herkku Kermainen jogurtti crème brulée,380 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Finland,"Lacto-vegetarian,No lactose,fi:Hyvää Suomesta",Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
11113,6408652226580,Hyvin sokeroimaton mangojogurtti,1 kg,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Finland,"No added sugar,No lactose",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
11114,6408653124243,Luomu kermaviili 6%,,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Creams,Fermented creams,Kermaviili",Finland,"Organic,EU Organic,FI-EKO-201",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Kermaviili,,
11115,6408653125066,Perhemeijerin Kevytmaitojuoma,1 L,,Juustoportti,"Dairies,Milks,Lactose-free milk",Finland,"No lactose,fi:Hyvää Suomesta",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
11116,6408653126445,Luomu vuohenmaito,1 L,,Juustoportti,"Dairies,Milks,Goat milks",Finland,"Organic,EU Organic,FI-EKO-201,FSC,FSC Mix",Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Goat milks,,
11117,6408653126957,Laktoositon vispikerma,2 dL,,Juustoportti,"Dairies,Creams,Lactose-free creams",Finland,"FSC,FSC Mix",Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free creams,,
11124,6410405224675,Suomalainen laktoositon rasvaton piimä,1 L,,Pirkka,"Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Fermented drinks,Fermented milk drinks,Kefir",Finland,"Low or no fat,No fat,No lactose,fi:Hyvää Suomesta",Finland,b,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,,Kefir,,
11125,6410405234483,Suomalainen laktoositon rasvaton maitojuoma,1 L,,Pirkka,"Beverages,Dairies,Milks",Finland,"FSC,FSC Mix,No lactose,fi:Hyvää Suomesta",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
11129,6413300019667,Kreikkalainen jogurtti 6%,300 g,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",Finland,"No lactose,fi:Hyvää Suomesta",Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
11130,6413300025828,Pehmeä Rahkajogurtti,200 g,,"Ingman,Arla","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Finland,No lactose,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
11132,6414891802355,Laktoositon piimä,,,Kotimaista,"Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Fermented drinks,Fermented milk drinks,Buttermilks",Finland,"FSC,FSC Mix",Finland,b,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,,Buttermilks,,
11133,6414893097124,Laktoositon Maitojuoma 3%,1 L,,Kotimaista,"Beverages,Dairies,Dairy drinks,Milks,Lactose-free milk",Finland,"FSC,FSC Mix,fi:Hyvää Suomesta",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
11143,6417781007182,Kevyt luomu maito,,,Satamaito,"Dairies,Milks",Finland,"Organic,EU Organic,FI-EKO-201",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
11144,6417781008707,Laktoositon rasvaton maitojuoma,1 L,,Satamaito,"Dairies,Milks,Lactose-free milk",Finland,"FSC,FSC Mix,fi:Hyvää Suomesta,fi:Sydänmerkki",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
11158,6477810056079,AB luonnonjogurtti,1 kg,,Satamaito,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Bifidus yogurts",Finland,"FSC,FSC Mix",Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Bifidus yogurts,,
11176,20047559,Görög joghurt,1 kg,es:1-cubo-de-plastico-para-reciclar,milbona,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",fi:milk-from-germany-and-czech,"Nutriscore,Nutriscore Grade C","Finland,Hungary,Netherlands",c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Greek-style yogurts,,
11208,4002971247503,Chocolate & Topping with Protein,200 gram,"Plastic,Metal,Pp-polypropylene,Recyclable Metals,Aluminium",Ehrmann,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Puddings,Yogurts,Chocolate desserts,Chocolate chunks yogurts","United Kingdom,Germany,Great Britain,England,Ireland","Low or no fat,Low fat,No gluten,Source of proteins,High proteins,No added sugar,No lactose","Finland,Germany,Ireland,Spain,United Kingdom",a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Chocolate chunks yogurts,,
11234,5902057003285,Kefir,1 kg,Bottle,Krasnystaw,"Beverages and beverages preparations,Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Fermented drinks,Fermented milk drinks,Kefir",Poland,No GMOs,"Finland,Poland,United Kingdom",b,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,unknown,Kefir,,
11281,7392672104074,"Turkkilainen maustamaton jogurtti 3,5%",1000 g,"Plastic,Pp-polypropylene",Salakis,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",European Union,,"Finland,Sweden",unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",75.0,a,Yogurts,,
11315,680569854124,Natural Coconut Yog,350 g,Pp-pot,the-coconut-collaborative,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Vegan products,Dairy desserts,Non-dairy desserts,Non-dairy fermented foods,Fermented dairy desserts,Non-dairy yogurts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Coconut yogurts,Coconutmilk yogurts",,"Vegetarian,Vegan,No milk,No palm oil","Finland,France,Ireland,United Kingdom",c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",71.0,b,Coconutmilk yogurts,,
11406,5411188121305,Greek style mango,150 g,"Plastic,Metal,PP 5 - Polypropylene,Recyclable Metals,Aluminium,Green-dot,Kunststoff,Metall,Pp-polypropylen,Pp-pot,Wiederverwertbare-metalle",Alpro,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Vegan products,Dairy desserts,Non-dairy desserts,Non-dairy fermented foods,Fermented dairy desserts,Non-dairy yogurts,Fermented dairy desserts with fruits,Soy milk yogurts,Yogurts,Fruit soy yogurts,Fruit yogurts",,"Low or no fat,Low fat,No gluten,Vegetarian,No GMOs,Source of proteins,Vegan,100% vegetable,Calcium source,Contains soy,Do not freeze,European Vegetarian Union,European Vegetarian Union Vegan,Green Dot,High proteins,No lactose,Rich in vegetable protein,The Vegan Society,Without addition of dairy products","Belgium,Finland,France,Germany,Romania,United Kingdom",c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",82.0,a,Fruit yogurts,,
11423,6408430408313,OddlyGood Rocking Raspberry kauragurtti,1 kg,Paper,Valio,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,"No gluten,Vegetarian,Vegan,fi:Hyvää Suomesta,fi:Sydänmerkki","Finland,Sweden",b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",72.0,b,Yogurts,,
11428,6411200110637,Greek style maustamaton,450g,"Plastic,Metal,Pp-polypropylene,Recyclable Metals,Aluminium,Cardboard,Non-corrugated cardboard","benecol,raisio","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,"Low or no fat,Low fat,Source of proteins,High proteins,fi:Sydänmerkki","Finland,France",a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",70.0,b,Yogurts,,
11429,6411200110644,Greek style mango-passionhedelmä,450g,"Plastic,Metal,Pp-polypropylene,Recyclable Metals,Aluminium,Cardboard,Non-corrugated cardboard","benecol,raisio","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,"Low or no fat,Low fat,fi:Sydänmerkki","Finland,France",a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Fruit yogurts,,
