,Barcode,Product name,Brand,Quantity,Packaging material,Origin,Label,Sale countries,Product group,Food group,Product main category,Environmental score,Environmental score grade,Carbon footprint 1kg,Sustainable footprint score
128,4056489927129,Mozzarella grated,milbona,250 g,Packaging unknown,Origin unknown,No information available,"Bulgaria,Finland,Romania",Cheese,"Milk and dairy products,Cheese",A,55.0,c,12.05,0.0
129,5000169049112,Porridge Oats,Essentials-waitrose-partners,1kg,Packaging unknown,Origin unknown,No information available,"Finland,United Kingdom",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Plain porridge,62.0,b,2.65,73.7
130,5011476103053,Nesquik Frokostblanding 375g Nestle,nestle-norge,375 g,Packaging unknown,Origin unknown,No information available,"Denmark,Finland,Sweden",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Chocolate cereal balls,25.0,e,2.65,73.7
131,5050083701344,Special K - Red Berries,Kellogg's,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Austria,Denmark,Finland,France,Germany,Norway,Sweden,Switzerland",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Breakfast cereals,25.0,e,2.65,73.7
132,5200387000852,Extra Virgin Olive Oil,Brand name unknown,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Fats,"Fats and sauces,Fats",Virgin olive oils,27.0,e,6.05,39.6
133,5701029160823,F-musli Guld,axa,750 g,Packaging unknown,Origin unknown,No information available,"Denmark,Finland,France",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis with fruits,62.0,b,2.65,73.7
134,5701073028940,Vitalis crunchy mysli,Dr. Oetker,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis,62.0,b,2.65,73.7
135,5774540689906,Salt pastiller,Toms,310g,Packaging unknown,Origin unknown,No information available,"Finland,France,Spain",Sweets,"Sugary snacks,Sweets",Gummi candies,69.0,b,2.95,70.7
136,6408430021024,Valiojogurtti,Valio,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Yogurt,"Milk and dairy products,Milk and yogurt",Yogurts,67.0,b,1.05,89.8
137,6408430039432,Valio Oltermanni Juusto,Valio,1 kg,Packaging unknown,Origin unknown,No information available,"Finland,France",Cheese,"Milk and dairy products,Cheese",Cheeses,35.0,d,12.05,0.0
138,6410381094002,Crispy gold seasalt,Taffel,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Appetizers,"Salty snacks,Appetizers",Potato crisps,68.0,b,2.1,79.2
139,6410405085757,Piparkakku,Pirkka,350g,Packaging unknown,Origin unknown,No information available,"Finland,France",Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Biscuits,50.0,c,2.5,75.2
140,6410405133205,Valkosuklaacookie,Pirkka,8 kpl/150g,Packaging unknown,Origin unknown,No information available,"Finland,France",Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Cookies with milk chocolate,47.0,c,2.5,75.2
141,6410405136879,Velhon vihellys,Pirkka,200g,Packaging unknown,Origin unknown,No information available,"Finland,France,Germany",Sweets,"Sugary snacks,Sweets",Liquorice candies,42.0,d,2.95,70.7
142,6410405139375,Pitkäjyväinen Riisi,K-menu,2kg,Packaging unknown,Origin unknown,No information available,"Finland,France",Cereals,"Cereals and potatoes,Cereals",Long grain rices,12.0,f,2.65,73.7
143,6410405172853,Ekstra-neitsytoliiviöljy Tryffeli,Pirkka,250ml,Packaging unknown,Origin unknown,No information available,"Finland,Spain",Fats,"Fats and sauces,Fats",Virgin olive oils,27.0,e,6.05,39.6
144,6410405173942,Macaron,Pirkka,72g,Packaging unknown,Origin unknown,No information available,"Finland,France",Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Macarons,31.0,d,2.5,75.2
145,6410405203328,Guacamole,Pirkka,20g,Packaging unknown,Origin unknown,No information available,"Finland,France",Dressings and sauces,"Fats and sauces,Dressings and sauces",Groceries,54.0,c,4.607,54.1
146,6410405206572,Annospikapuuro kaura-omena-kaneli,Pirkka,6 x 35 g,Packaging unknown,Origin unknown,No information available,"Finland,Germany",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Porridge,25.0,e,2.65,73.7
147,6410405208255,Sekamehujuoma,Pirkka,1l,Packaging unknown,Origin unknown,No information available,"Finland,France",Sweetened beverages,"Beverages,Sweetened beverages",Fruit juices,21.0,e,0.55,94.8
148,6410405243508,Pitkäjyväinen Riisi,K-menu,1 kg,Packaging unknown,Origin unknown,No information available,"Finland,Germany",Cereals,"Cereals and potatoes,Cereals",Rice,27.0,e,2.65,73.7
149,6410701676680,Sinappi,eldorado,1kg,Packaging unknown,Origin unknown,No information available,"Finland,France",Dressings and sauces,"Fats and sauces,Dressings and sauces",Groceries,55.0,c,4.607,54.1
150,6411401016073,Milk Chocolate,Fazer,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Chocolate products,"Sugary snacks,Chocolate products",Milk chocolates,19.0,e,2.95,70.7
151,6411401037016,Raemix,Fazer,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Sweets,"Sugary snacks,Sweets",Gummi candies,69.0,b,2.95,70.7
152,6411401037696,Super Salmiakki,Fazer,80 g,Packaging unknown,Origin unknown,No information available,"Finland,France",Sweets,"Sugary snacks,Sweets",Candies,42.0,d,2.95,70.7
153,6411401037870,Tutti fruitti yoghure splash,Fazer,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Sweets,"Sugary snacks,Sweets",Candies,42.0,d,2.95,70.7
154,6411401083709,Carneval,Fazer,200g,Packaging unknown,Origin unknown,No information available,"Finland,France",Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Biscuits,40.0,d,2.5,75.2
155,6411401085291,Muro,Fazer,195g,Packaging unknown,Origin unknown,No information available,"Finland,France",Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Biscuits,40.0,d,2.5,75.2
156,6411600954510,Turun Sinappia Mieto Tuubi,Turun-sinappia,275g,Packaging unknown,Origin unknown,No information available,"Finland,France,Germany",Dressings and sauces,"Fats and sauces,Dressings and sauces",Groceries,55.0,c,4.607,54.1
157,6412000016341,Puolukka,Saarioinen,500g,Packaging unknown,Origin unknown,No information available,"Finland,France",Fruits,"Fruits and vegetables,Fruits",Lingonberries,54.0,c,1.0,90.3
158,6412000016693,Lakkahillo,dronningholm,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Sweets,"Sugary snacks,Sweets",Cloudberries jams,60.0,b,2.95,70.7
159,6412500072267,Täytelakupala,panda,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Sweets,"Sugary snacks,Sweets",Candies,32.0,d,2.95,70.7
160,6412500076104,Panda Soft & Fresh Licorice Original 550G,panda,550g,Packaging unknown,Origin unknown,No information available,"Finland,France",Sweets,"Sugary snacks,Sweets",Liquorice candies,42.0,d,2.95,70.7
161,6413466101503,Reissumies Tosi Tumma,Oululainen,560g (8 kpl),Packaging unknown,Origin unknown,No information available,"Finland,France",Bread,"Cereals and potatoes,Bread",Rye breads,77.0,a,2.5,75.2
162,6413600164227,Lapin Kulta Premium,"hartwall,lapin-kulta",Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Alcoholic beverages,Alcoholic beverages,Beers,37.0,d,0.65,93.8
163,6415712001797,Müsli crunchy,Rainbow,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis with fruits,62.0,b,2.65,73.7
164,6415719496602,Tomaattisose,Rainbow,1pcs,Packaging unknown,Origin unknown,No information available,"Finland,Germany",Dressings and sauces,"Fats and sauces,Dressings and sauces",Groceries,77.0,a,4.607,54.1
165,6416453015371,Salty Liquorice Candy in Milk Chocolate,Fazer,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Chocolate products,"Sugary snacks,Chocolate products",Milk chocolates,19.0,e,2.95,70.7
166,6416453035133,Karl Fazer Berry Pearls,"fazer,karl-fazer",Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Chocolate products,"Sugary snacks,Chocolate products",Milk chocolates,19.0,e,2.95,70.7
167,6416453061361,Lakritsi Original,Fazer,20 g,Packaging unknown,Origin unknown,No information available,"Czech Republic,Finland,France",Sweets,"Sugary snacks,Sweets",Liquorice candies,42.0,d,2.95,70.7
168,6416453061392,Lakritsi Salmiak,Fazer,20g,Packaging unknown,Origin unknown,No information available,"Finland,France",Sweets,"Sugary snacks,Sweets",Liquorice candies,42.0,d,2.95,70.7
169,6416453554474,Geisha Suklaakuorrutettu Keksi,Fazer,100g (12 kpl),Packaging unknown,Origin unknown,No information available,"Finland,France",Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Chocolate biscuits,27.0,e,2.5,75.2
170,6416453554740,Chocolate creams,Fazer,100g (12),Packaging unknown,Origin unknown,No information available,"Finland,France",Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Chocolate biscuits,27.0,e,2.5,75.2
171,6417200023595,Licorice of old viipuri,Kouvolan-lakritsi,300g,Packaging unknown,Origin unknown,No information available,"Finland,France",Sweets,"Sugary snacks,Sweets",Liquorice candies,42.0,d,2.95,70.7
172,6418622001062,Marinerad Rödlök,"satomestarit,satomestarit-oy",500 g,Packaging unknown,Origin unknown,No information available,"Åland Islands,Finland,Sweden",Vegetables,"Fruits and vegetables,Vegetables",Groceries,78.0,a,1.55,84.8
173,6418724022118,Worry & Sugar Free Dark Chocolate,Brand name unknown,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Chocolate products,"Sugary snacks,Chocolate products",Dark chocolates,15.0,e,2.95,70.7
174,6419811100047,Yosa Frozen Oats Vadelma,Fazer,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Ice cream,"Milk and dairy products,Ice cream",Plant-based ice cream tubs,67.0,b,2.6,74.2
175,6420900002647,Pehmeä Laku,halva,400 g,Packaging unknown,Origin unknown,No information available,"Finland,France",Sweets,"Sugary snacks,Sweets",Liquorice candies,42.0,d,2.95,70.7
176,6420900006911,Original Sweet,halva,200g,Packaging unknown,Origin unknown,No information available,"Finland,Germany",Sweets,"Sugary snacks,Sweets",Liquorice candies,42.0,d,2.95,70.7
177,6430063530017,Aihki Dark Lager,lapin-panimo,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Alcoholic beverages,Alcoholic beverages,Lagers,37.0,d,0.65,93.8
178,6430064401941,Dumle Snacks,Fazer,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,Sweden",Ice cream,"Milk and dairy products,Ice cream",Ice creams,67.0,b,2.6,74.2
179,6430081490201,Vanilla soygurt,"oddly-good,planti",200 gram,Packaging unknown,Origin unknown,No information available,"Finland,Sweden",Sweets,"Sugary snacks,Sweets",Soy milk yogurts,77.0,a,2.95,70.7
180,6437005058660,Taika,Vaasan,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Bread,"Cereals and potatoes,Bread",Rye breads,77.0,a,2.5,75.2
181,6438057899065,Puolukka,Brand name unknown,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,France",Fruits,"Fruits and vegetables,Fruits",Lingonberries,54.0,c,1.0,90.3
182,7310090761525,Risifrutti laktosfri,risifrutti,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,Sweden",Dairy desserts,"Milk and dairy products,Dairy desserts",Rice puddings,58.0,c,2.05,79.8
183,7310090771623,Risifrutti,risifrutti,175 g,Packaging unknown,Origin unknown,No information available,"Finland,Sweden",Dairy desserts,"Milk and dairy products,Dairy desserts",Rice puddings,58.0,c,2.05,79.8
184,7310090772927,Risi frutti XL vadelma,"orkla,orkla-foods",225 g,Packaging unknown,Origin unknown,No information available,"Finland,Sweden",Dairy desserts,"Milk and dairy products,Dairy desserts",Rice puddings,67.0,b,2.05,79.8
185,7310350115433,Gott&Blandat Favorit Mix,Malaco,190g,Packaging unknown,Origin unknown,No information available,"Denmark,Finland,Sweden",Sweets,"Sugary snacks,Sweets",Gummi candies,69.0,b,2.95,70.7
186,7310678510668,Fazer,Fazer,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,Sweden",Chocolate products,"Sugary snacks,Chocolate products",Dark chocolates,15.0,e,2.95,70.7
187,7310865074355,Keso Cashewnöt/Ananas/Apelsin/Papaya,Arla,Quantity unknown,Packaging unknown,Origin unknown,No information available,"Finland,Sweden",Cheese,"Milk and dairy products,Cheese",Cottage cheeses,35.0,d,12.05,0.0
188,7311311020643,Tortilla Corn & Wheat,santa-maria-norge-as,40 gram,Packaging unknown,Origin unknown,No information available,"Belgium,Finland,Germany,Netherlands",Bread,"Cereals and potatoes,Bread",Wheat flatbreads,73.0,b,2.5,75.2
189,7340011484202,Tonnikalaa vedessä,Rainbow,1pcs,Packaging unknown,Origin unknown,No information available,"Finland,Germany",Canned foods,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",Tunas in brine,6.0,f,8.45,15.5
190,7340011497219,White Chocolate,Xtra-coop,100 g,Packaging unknown,Origin unknown,No information available,"Finland,Sweden",Chocolate products,"Sugary snacks,Chocolate products",White chocolates,27.0,e,2.95,70.7
191,7340191149373,Cheddar,Coop,150g,Packaging unknown,Origin unknown,No information available,"Finland,Norway",Cheese,"Milk and dairy products,Cheese",Grated cheese,49.0,c,12.05,0.0
192,7340191149779,Coop Mozzarella,Coop,150g,Packaging unknown,Origin unknown,No information available,"Finland,Norway",Cheese,"Milk and dairy products,Cheese",Mozzarella,60.0,b,12.05,0.0
